序号,题干
2183,"【教师题库】\(已知函数y=x-4+\frac{9}{x+1}（x>-1）,当x=a时，y取得最小值b\,,则a+b=\)"
2184,若函数f(x)＝x2＋2x＋a没有零点，则实数a的取值范围是(　　)
2187,很多运动员为了参加北京—张家口冬季奥运会，进行了积极的训练．下表记录了国家队4名队员在500米短道速滑训练成绩的平均数\(\barx\)与方差\({s^2}\)：  队员甲队员乙队员丙队员丁平均数\(\barx\)（秒）45464546方差\({s^2}\)（秒2）1.51.53.54.5   根据表中数据，要从中选择一名成绩好又发挥稳定的运动员参加比赛，应该选择
2188,（2019汕尾九年级前测）已知函数y=1/x，则\(x\)的取值范围是（   ）
2189,若直线y=kx+k+1经过点（m，n+3）和（m+1，2n﹣1），且0＜k＜2，则n的值可以是（　　）
2190,"与向量\(\overrightarrowa=(3,4)\)平行的单位向量是"
2192,如图所示，在矩形纸片ABCD中，E，G为AB边上两点，且AE=EG=GB；F，H为CD边上两点，且DF=FH=HC．沿虚线EF折叠，使点A落在点G上，点D落在点H上；然后再沿虚线GH折叠，使B落在点E上，点C落在点F上．叠完后，剪一个直径在EF上的半圆，再展开，则展开后的图形为（  ）
2193,（2019朝阳二模）下列轴对称图形中只有一条对称轴的是
2194,若函数f(x)＝x2＋2x＋a没有零点，则实数a的取值范围是(　　)
2195,用科学记数法表示136000，其结果是（　　）
2197,原命题：“设a，b，c∈R，若a＞b则ac²＞bc²，在原命题以及它的逆命题、否命题、逆否命题中，真命题的个数为（ ）
2202,"从数字1,2,3,4,5中任取两个不同的数字构成一个两位数,这个两位数大于40的概率为"
2203,【教师题库】已知△ABC为等腰三角形，∠ABC=500，∠ACB=∠BAC，则∠BCA等于（ ）．
2206,【教师题库】平面内，到三角形三边所在直线距离相等的点共有（　　）个．
2207,我国目前收集统计资料的最主要形式是（）
2208,当强度为\(x\)的声音对应的等级为\(f(x)\)分贝时，有\(f(x)=10\lg\frac{x}{{{A_0}}}\)（其中\({A_0}\)为常数）．装修电钻的声音约为\(100\)分贝，普通室内谈话的声音约为\(60\)分贝．则装修电钻的声音强度与普通室内谈话的声音强度的比值为
2209,在方差计算公式\({s^2}=\frac{1}{{30}}\left[{{{\left({{x_1}-15}\right)}^2}+{{\left({{x_2}-15}\right)}^2}+\cdots+{{\left({{x_{30}}-15}\right)}^2}}\right]\)中，数字30和15分别表示（ ）
2210,【教师题库】x=3是下列哪个方程的解（　　）
2211,【教师题库】下列条件中，不能判定四边形是平行四边形的是
2212,（2019汕尾九年级前测）下列各点中，在直线\(y=-2x\)上的点是                （  ）
2213,【教师题库】下列方程为一元一次方程的是(  )   
2214,调查某市职工家庭的生活状况时，统计总体是（ ）
2217,（2019汕尾九年级前测）下列各选项中，线段的长度能组成直角三角形的是           （   ）
2218,（2018九下广东中考）数据1、5、7、4、8的中位数是(　　)
2219,（2019汕尾九年级前测）在平面直角坐标系中，A（-2，-1）到x轴的距离为（ ）
2220,（2020汕尾九年级第一学期期末测试）已知\(x=m\)是方程\(2{x^2}-x-6=0\)的一个根，则代数式\(4{m^2}-2m-2\)的值为（ ）.
2223,（2020汕尾八年级第一学期期末）若\(\frac{1}{{x-4}}\)有意义，则\(x\)的取值范围是（   ）.
2224,"已知\(\sin\alpha-\cos\alpha=\sqrt2\)，\(\alpha\in(0,\pi)\)则\(\tan\alpha=\)"
2227,下列叙述错误的是（　　）
2228,下列叙述错误的是（　　）
2229,（2019汕尾九年级前测）下列各选项中，线段的长度能组成直角三角形的是           （   ）
2230,原命题为“若\(\frac{{{a_n}+{a_{n+1}}}}{2}<{a_n}\)，\(n\in{N_+}\)，则{an}为递减数列”，关于其逆命题，否命题，逆否命题真假性的判断依次如下，正确的是(　　)
2231,已知直线\(y=x-1\)交抛物线\({y^2}=2x\)于A，B两点，点O为坐标原点，那么△OAB的面积是
2232,"设\(\partial\in\left\{{-1,\frac{1}{2},\frac{1}{3},2}\right\}\)，则使函数\(y={x^\partial}\)为偶函数的所有\(\partial\)值为( )"
2233,【教师题库】下列长度的线段中，能组成等腰三角形的是(　　) 
2234,平面上画了一些彼此相距2a的平行线，把一枚半径r<a的硬币任意掷在这个平面上，求硬币不与任何一条平行线相碰的概率（　　）
2236,"【教师题库】\(a>b,c\inR,则下列不等式成立的是\)(   )"
2237,"设函数y=f(x)的图象在[a,b]上单调，且满足f(a)f(b)<0，则f（x）在[a,b]上（ ）．"
2239,【教师题库】如图是某个几何体的展开图，该几何体是（　　）__img6213.gif         
2240,【教师题库】计算3x2y·(－2xy)结果是(　　)
2241,以下哪个不属于获取数据的途径？
2243,【教师题库】已知关于x的方程2x﹣a﹣5=0的解是x=﹣2，则a的值为（　　）
2244,下列各点中，在直线\(y=-2x\)上的点是                （  ）
2246,【教师题库】下列说法错误的是(  )                   1
2247,【教师题库】已知四边形ABCD中，AC与BD交于点O，如果只给出条件“AB∥CD”，那么可以判定四边形ABCD是平行四边形的是①再加上条件“BC=AD”，则四边形ABCD一定是平行四边形．②再加上条件“∠BAD=∠BCD”，则四边形ABCD一定是平行四边形．③再加上条件“AO=CO”，则四边形ABCD一定是平行四边形．④再加上条件“∠DBA=∠CAB”，则四边形ABCD一定是平行四边形．
2251,在下列式子①3-2=1；②x=0；③x+1；④x²+1=0；⑤a+1＞0；⑥x＋2y=1中，是方程的有
2252,"【教师题库】若实数a,b满足a+b=2，则\({3}^{a}+{3}^{b}的最小值\)"
2254,（2019福州三中期中）单项式-5πxy2z3的系数是
2255,某单位共有老、中、青职工430人，其中青年职工160人，中年职工人数是老年职工人数的2倍．为了解职工的身体状况，现采用分层抽样方法进行调查，在抽取的样本中有青年职工32人，则该样本中的老年职工人数为(　　)
2257,（2018年，西城七下期末）下列命题中，是假命题的是（   ）
2258,下列说法：①频率是反映事件发生的频繁程度，概率反映事件发生的可能性的大小；②做次随机试验，事件发生的频率就是事件的概率；③百分率是频率，但不是概率；④频率是不能脱离具体的次试验的实验值，而概率是具有确定性的不依赖于试验次数的理论值；⑤频率是概率的近似值，概率是频率的稳定值．其中正确的是（　　）
2259,【教师题库】下列运算正确的是(　　)．
2262,"已知椭圆C的两个焦点分别为F1（-3,0）F2（3,0），点P为椭圆C上一点，且\(\left|{{\rm{PF1}}}\right|{\rm{+}}\left|{{\rm{PF}}2}\right|{\rm{=}}10\)那么椭圆C的短轴长是"
2263,"【教师题库】命题“任意x>0,\(\,{x}^{2}+x>0\) ”的否定是（  ）"
2264,已知数列{an}满足\({\log_3}{a_n}+1={\log_3}{a_{n+1}}\) (n∈N*)且a2＋a4＋a6＝9，则\({\log_{\frac{1}{3}}}({a_5}+{a_7}+{a_9})\)的值是(　　)
2265,下列实验中最适合用分层抽样法抽样的是(　　)
2266,"已知a,b是两条异面直线，直线c∥a，则直线c与b的位置关系"
2267,学校要了解全校学生体重在某一范围的学生所占比例的大小，需知道相应样本的( )
2269,函数\(f(x)=\sinx-\cos(x+\frac{\pi}{6})\)的值域为  （　　）
2270,【教师题库】四边形ABCD中，对角线AC与BD交于点O，下列条件不能判定这个四边形是平行四边形的是
2271,（2分）（2019•北京）正十边形的外角和为（　　）
2272,（2018年，丰台七下期末）请将0.0029用科学记数法表示应为（    ）
2273,下列各式中，相等的是（  ）.
2275,（2020汕尾九年级第一学期期末测试）已知关于\(x\)的一元二次方程\(m{x^2}+2x-1=0\)有两个不相等的实数根，则\(m\)的取值范围是（  ）.
2276,（2018九下广东中考）下列所述图形中，是轴对称图形但不是中心对称图形的是(　　)
2277,下列各点中，在直线\(y=-2x\)上的点是                （  ）
2279,（2018年，西城七下期末）8的立方根等于（   ）
2282,【教师题库】下列等式中正确的是（   ）
2283,【教师题库】平面内，若⊙O的半径为3，OP＝2，则点P在（ ）
2285,"下列函数中是奇函数且在\((0,+\infty)\)上单调递增的是"
2286,（2018年，西城七下期末）下列运算中，正确的是（   ）
2287,用三个不等式\(a>b\)，\(ab>0\)，\(\frac{1}{a}<\frac{1}{b}\)中的两个不等式作为题设，余下的一个不等式作为结论组成一个命题，则组成真命题的个数为（    ）.
2288,三个人独立地破译一个密码，他们能单独译出的概率分别为\(\frac{1}{5}\)，\(\frac{1}{3}\)，\(\frac{1}{4}\)，假设他们破译密码是彼此独立的，则此密码被破译出的概率为(　　)
2289,已知命题p:∀x∈R(x≠0)，\(\frac{1}{x}+x\geqslant2\)，则¬p为(　　)
2290,"命题“若\({{\rm{x}}^2}\ne4,则{\rm{x}}\ne2且{\rm{x}}\ne{\rm{-}}2\) ”的否命题为（ ）"
2291,下列等式中，从左到右的变形是因式分解的是（   ）.
2292,下列手机屏幕解锁图案中为轴对称图形的是（   ）.
2294,【教师题库】若气温为零上10℃记作＋10℃，则－3℃表示气温为(　　)
2296,若一次函数y=kx+b（k≠0）的函数值y随x的增大而减小，且图象与y轴的负半轴相交，那么对k和b的符号判断正确的是（   ）
2297,【教师题库】一个两位数，十位上的数字为x，个位上的数字是y，交换这个两位数的十位数字和个位数字的位置，则所得新数是
2300,下列抽样问题中最适合用系统抽样方法抽样的是（）
2302,已知命题p:∀x∈R，sin(π-x)=sin x;命题q:若α>β，则sin α>sin β，则下列命题是真命题的是(　　)
2304,一只不透明的袋子中装有4个黑球，2个白球，每个球除颜色外都相同，从中任意摸出3个球，下列事件为必然事件的是（ ）
2305,不透明的袋中装有100个大小相同的红球、白球和黑球，其中42个红球，从口袋中摸出一个球，摸出白球的概率是0.23，则摸出黑球的概率是（　　）
2306,【教师题库】在墙壁上固定一根横放的木条，则至少需要钉子的枚数是(  )
2307,【教师题库】下列计算正确的是(　　)
2308,【教师题库】已知方程组\(\left\{\begin{gathered}{x+2y=k}\\{2x+y=1}\end{gathered}\right.\)的解满足x+y=2，则k的值为(  ).
2309,“关于x的不等式x2－2ax＋a>0的解集为R”的一个必要不充分条件是(　　)
2310,（2019汕尾八年级前测）如图，O为直线AB上一点，OE平分∠BOC，OD⊥OE于点O，若∠BOC=80°，则∠AOD的度数是   
2311,（2分）（2019•北京）如果m+n＝1，那么代数式\(\left({\frac{{2m+n}}{{{m^2}-mn}}+\frac{1}{m}}\right)\cdot\left({{m^2}-{n^2}}\right)\)的值为（　　）
2313,（2019汕尾八年级前测）二元一次方程2x-y=5的解可以为（ ） 
2314,方程\(1nx-x=0\)根的个数为（  ）
2315,【教师题库】若\(\frac{x+2}{x+3}\div\frac{x+5}{x+4}\)有意义，则\(x\)的取值范围是（）。
2316,【教师题库】已知方程组\(\left\{\begin{gathered}{2a-3b=13}\\{3a+5b=30.9}\end{gathered}\right.\)的解为\(\left\{\begin{gathered}{a=8.3}\\{b=1.2}\end{gathered}\right.\)，则方程组\(\left\{\begin{gathered}{2(x+2)-3(y-1)=13}\\{3(x+2)+5(y-1)=30.9}\end{gathered}\right.\)的解是（　　）
2317,【教师题库】在等差数列中，a​​​1+ ​​a9=16 ，a4=1​​，则a​6​=（   ）
2319,"给出下列四个命题：①“三个球全部放入两个盒子,其中必有一个盒子有一个以上的球”是必然事件②“当x为某一实数时可使”是不可能事件③“明天要下雨”是必然事件④“从100个灯泡中取出5个,5个都是次品”是随机事件.其中正确命题的个数是                          "
